id,title,type,file_path
2305.13048,RWKV: Reinventing RNNs for the Transformer Era,paper,Data/cleaned/papers/2305.13048.md
2305.13073,Text-to-SQL Error Correction with Language Models of Code,paper,Data/cleaned/papers/2305.13073.md
2305.13246,Interactive Natural Language Processing,paper,Data/cleaned/papers/2305.13246.md
2305.13903,Let's Think Frame by Frame: Evaluating Video Chain of Thought with Video Infilling and Prediction,paper,Data/cleaned/papers/2305.13903.md
2305.14292,WikiChat: A Few-Shot LLM-Based Chatbot Grounded with Wikipedia,paper,Data/cleaned/papers/2305.14292.md
2305.14314,QLORA: Efficient Finetuning of Quantized LLMs,paper,Data/cleaned/papers/2305.14314.md
2305.15334,Gorilla: Large Language Model Connected with Massive APIs,paper,Data/cleaned/papers/2305.15334.md
2305.15486,SPRING: GPT-4 Out-performs RL Algorithms by Studying Papers and Reasoning,paper,Data/cleaned/papers/2305.15486.md
2305.15717,The False Promise of Imitating Proprietary LLMs,paper,Data/cleaned/papers/2305.15717.md
2305.16291,VOYAGER: An Open-Ended Embodied Agent with Large Language Models,paper,Data/cleaned/papers/2305.16291.md
2305.16837,ChatGPT: A Study on its Utility for Ubiquitous Software Engineering Tasks,paper,Data/cleaned/papers/2305.16837.md
2305.17100,"BiomedGPT: A Unified and Generalist Biomedical Genera- tive Pre-trained Transformer for Vision, Language, and Mul- timodal Tasks",paper,Data/cleaned/papers/2305.17100.md
2305.17256,Large Language Models Can be Lazy Learners: Analyze Shortcuts in In-Context Learning,paper,Data/cleaned/papers/2305.17256.md
2305.17333,Fine-Tuning Language Models with Just Forward Passes,paper,Data/cleaned/papers/2305.17333.md
2305.17390,SWIFTSAGE: A Generative Agent with Fast and Slow Thinking for Complex Interactive Tasks,paper,Data/cleaned/papers/2305.17390.md
2305.18081,GAME OF TONES: FACULTY DETECTION OF  GPT-4 GENERATED CONTENT IN UNIVERSITY  ASSESSMENTS,paper,Data/cleaned/papers/2305.18081.md
2305.18189,Marked Personas: Using Natural Language Prompts to Measure Stereotypes in Language Models,paper,Data/cleaned/papers/2305.18189.md
2305.18290,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,paper,Data/cleaned/papers/2305.18290.md
2305.18638,Short Answer Grading Using One-shot Prompting and Text Similarity Scoring Model,paper,Data/cleaned/papers/2305.18638.md
2305.19268,Intriguing Properties of Quantization at Scale,paper,Data/cleaned/papers/2305.19268.md
2305.19308,SheetCopilot: Bringing Software Productivity to the Next Level through Large Language Models,paper,Data/cleaned/papers/2305.19308.md
2305.19713,Red Teaming Language Model Detectors with Language Models,paper,Data/cleaned/papers/2305.19713.md
2305.20050,Let's Verify Step by Step,paper,Data/cleaned/papers/2305.20050.md
2306.00020,GPT4GEO: How a Language Model Sees the World's Geography,paper,Data/cleaned/papers/2306.00020.md
2306.00029,CODETF: ONE-STOP TRANSFORMER LIBRARY FOR STATE-OF-THE-ART CODE LLM,paper,Data/cleaned/papers/2306.00029.md
2306.00107,MERT: Acoustic Music Understanding Model with Large-Scale Self-supervised Training,paper,Data/cleaned/papers/2306.00107.md
2306.00238,Bytes Are All You Need: Transformers Operating Directly On File Bytes,paper,Data/cleaned/papers/2306.00238.md
2306.00323,Thought Cloning: Learning to Think while Acting by Imitating Human Thinking,paper,Data/cleaned/papers/2306.00323.md
2306.00526,Layout and Task Aware Instruction Prompt for Zero-shot Document Image Question Answering,paper,Data/cleaned/papers/2306.00526.md
2306.00550,CHAIN OF THOUGHT PROMPTING UNDER STREAMING BATCH: A CASE STUDY,paper,Data/cleaned/papers/2306.00550.md
2306.00739,SQL-PALM: IMPROVED LARGE LANGUAGE MODEL ADAPTATION FOR TEXT-TO-SQL,paper,Data/cleaned/papers/2306.00739.md
2306.00784,Interpretable Math Word Problem Solution Generation Via Step-by-step Planning,paper,Data/cleaned/papers/2306.00784.md
2306.01116,"The RefinedWeb Dataset for Falcon LLM: Outperforming Curated Corpora with Web Data, and Web Data Only",paper,Data/cleaned/papers/2306.01116.md
2306.01693,Fine-Grained Human Feedback Gives Better Rewards for Language Model Training,paper,Data/cleaned/papers/2306.01693.md
2306.02561,LLM-BLENDER: Ensembling Large Language Models with Pairwise Ranking and Generative Fusion,paper,Data/cleaned/papers/2306.02561.md
2306.02707,Orca: Progressive Learning from Complex Explanation Traces of GPT-4,paper,Data/cleaned/papers/2306.02707.md
2306.03819,LEACE: Perfect linear concept erasure in closed form,paper,Data/cleaned/papers/2306.03819.md
2306.03901,CHATDB: AUGMENTING LLMS WITH DATABASES AS THEIR SYMBOLIC MEMORY,paper,Data/cleaned/papers/2306.03901.md
2306.04563,"ChatGPT is fun, but it is not funny! Humor is still challenging Large Language Models",paper,Data/cleaned/papers/2306.04563.md
2306.04634,On the Reliability of Watermarks for Large Language Models,paper,Data/cleaned/papers/2306.04634.md
2306.05284,Simple and Controllable Music Generation,paper,Data/cleaned/papers/2306.05284.md
2306.06031,FinGPT: Open-Source Financial Large Language Models,paper,Data/cleaned/papers/2306.06031.md
2306.06070,MIND2WEB: Towards a Generalist Agent for the Web,paper,Data/cleaned/papers/2306.06070.md
2306.07042,Transformers learn through gradual rank increase,paper,Data/cleaned/papers/2306.07042.md
2306.07303,A COMPREHENSIVE SURVEY ON APPLICATIONS OF TRANSFORMERS FOR DEEP LEARNING TASKS,paper,Data/cleaned/papers/2306.07303.md
2306.07629,SQUEEZELLM: DENSE-AND-SPARSE QUANTIZATION,paper,Data/cleaned/papers/2306.07629.md
2306.07899,Artificial Artificial Artificial Intelligence: Crowd Workers Widely Use Large Language Models for Text Production Tasks,paper,Data/cleaned/papers/2306.07899.md
2306.08666,Radiology-GPT: A Large Language Model for Radiology,paper,Data/cleaned/papers/2306.08666.md
2306.09310,Infinite Photorealistic Worlds using Procedural Generation,paper,Data/cleaned/papers/2306.09310.md
2306.09782,FULL PARAMETER FINE-TUNING FOR LARGE LANGUAGE MODELS WITH LIMITED RESOURCES,paper,Data/cleaned/papers/2306.09782.md
2306.09968,CLINICALGPT: LARGE LANGUAGE MODELS FINETUNED WITH DIVERSE MEDICAL DATA AND COMPREHENSIVE EVALUATION,paper,Data/cleaned/papers/2306.09968.md
2306.10900,MotionGPT: Finetuned LLMs are General-Purpose Motion Generators,paper,Data/cleaned/papers/2306.10900.md
2306.11222,LoSparse: Structured Compression of Large Language Models based on Low-Rank and Sparse Approximation,paper,Data/cleaned/papers/2306.11222.md
2306.11644,Textbooks Are All You Need,paper,Data/cleaned/papers/2306.11644.md
2306.11695,A SIMPLE AND EFFECTIVE PRUNING APPROACH FOR LARGE LANGUAGE MODELS,paper,Data/cleaned/papers/2306.11695.md
2306.11706,RoboCat: A Self-Improving Foundation Agent for Robotic Manipulation,paper,Data/cleaned/papers/2306.11706.md
2306.12001,An Overview of Catastrophic AI Risks,paper,Data/cleaned/papers/2306.12001.md
2306.12420,LMFlow: An Extensible Toolkit for Finetuning and Inference of Large Foundation Models,paper,Data/cleaned/papers/2306.12420.md
2306.12925,AudioPaLM: A Large Language Model That Can Speak and Listen,paper,Data/cleaned/papers/2306.12925.md
2306.12929,Quantizable Transformers: Removing Outliers by Helping Attention Heads Do Nothing,paper,Data/cleaned/papers/2306.12929.md
2306.14048,H2O: Heavy-Hitter Oracle for Efficient Generative Inference of Large Language Models,paper,Data/cleaned/papers/2306.14048.md
2306.15448,Understanding Social Reasoning in Language Models with Language Models,paper,Data/cleaned/papers/2306.15448.md
2306.15687,Voicebox: Text-Guided Multilingual Universal Speech Generation at Scale,paper,Data/cleaned/papers/2306.15687.md
2306.17156,"Generative AI for Programming Education: Benchmarking ChatGPT, GPT-4, and Human Tutors",paper,Data/cleaned/papers/2306.17156.md
2306.17563,LARGELANGUAGEMODELS AREEFFECTIVETEXT RANKERS WITHPAIRWISERANKINGPROMPTING,paper,Data/cleaned/papers/2306.17563.md
2306.17582,ChatGPT for Robotics: Design Principles and Model Abilities,paper,Data/cleaned/papers/2306.17582.md
2306.17806,Stay on topic with Classifier-Free Guidance,paper,Data/cleaned/papers/2306.17806.md
2307.01952,SDXL: Improving Latent Diffusion Models for High-Resolution Image Synthesis,paper,Data/cleaned/papers/2307.01952.md
2307.02053,FLACUNA: Unleashing the Problem Solving Power of VICUNA using FLAN Fine-Tuning,paper,Data/cleaned/papers/2307.02053.md
2307.02486,"LONGNET: Scaling Transformers to 1,000,000,000 Tokens",paper,Data/cleaned/papers/2307.02486.md
2310.20707,WHAT'S IN MY BIG DATA?,paper,Data/cleaned/papers/2310.20707.md
2307.02973,Pruning vs Quantization: Which is Better?,paper,Data/cleaned/papers/2307.02973.md
2307.03172,Lost in the Middle: How Language Models Use Long Contexts,paper,Data/cleaned/papers/2307.03172.md
2307.04721,Large Language Models as General Pattern Machines,paper,Data/cleaned/papers/2307.04721.md
2307.04725,AnimateDiff: Animate Your Personalized Text-to-Image Diffusion Models without Specific Tuning,paper,Data/cleaned/papers/2307.04725.md
2307.04964,Secrets of RLHF in Large Language Models Part I: PPO,paper,Data/cleaned/papers/2307.04964.md
2307.05102,Evaluating Reading Comprehension Exercises Generated by LLMs: AShowcase of ChatGPT in Education Applications,paper,Data/cleaned/papers/2307.05102.md
2307.05222,Generative Pretraining in Multimodality,paper,Data/cleaned/papers/2307.05222.md
2307.06949,HyperDreamBooth: HyperNetworks for Fast Personalization of Text-to-Image Models,paper,Data/cleaned/papers/2307.06949.md
2307.09288,Llama 2: Open Foundation and Fine-Tuned Chat Models,paper,Data/cleaned/papers/2307.09288.md
2307.10169,ChallengesandApplicationsofLargeLanguageModels,paper,Data/cleaned/papers/2307.10169.md
2307.11088,L-EVAL: INSTITUTINGSTANDARDIZEDEVALUATION FORLONGCONTEXTLANGUAGEMODELS,paper,Data/cleaned/papers/2307.11088.md
2307.12966,Aligning Large Language Models with Human: A Survey,paper,Data/cleaned/papers/2307.12966.md
2307.13269,LORAHUB: EFFICIENT CROSS-TASK GENERALIZA- TION VIA DYNAMIC LORA COMPOSITION,paper,Data/cleaned/papers/2307.13269.md
2307.13304,QuIP: 2-Bit Quantization of Large Language Models With Guarantees,paper,Data/cleaned/papers/2307.13304.md
2307.13528,FACTOOL: Factuality Detection in Generative AI A Tool Augmented Framework for Multi-Task and Multi-Domain Scenarios,paper,Data/cleaned/papers/2307.13528.md
2307.13702,Measuring Faithfulness in Chain-of-Thought Reasoning,paper,Data/cleaned/papers/2307.13702.md
2307.13721,Foundational Models Defining a New Era in Vision: A Survey and Outlook,paper,Data/cleaned/papers/2307.13721.md
2307.13974,Tracking Anything in High Quality,paper,Data/cleaned/papers/2307.13974.md
2307.14335,WAVJOURNEY: COMPOSITIONAL AUDIO CREATION WITH LARGE LANGUAGE MODELS,paper,Data/cleaned/papers/2307.14335.md
2307.14740,NEW INTERACTION PARADIGM FOR COMPLEX EDA SOFTWARE LEVERAGING GPT,paper,Data/cleaned/papers/2307.14740.md
2307.15051,Matching Patients to Clinical Trials with Large Language Models,paper,Data/cleaned/papers/2307.15051.md
2308.10792,Instruction Tuning for Large Language Models: A Survey,paper,Data/cleaned/papers/2308.10792.md
2308.16898,Transformers as Support Vector Machines,paper,Data/cleaned/papers/2308.16898.md
2309.06180,Efficient Memory Management for Large Language Model Serving with PagedAttention,paper,Data/cleaned/papers/2309.06180.md
2309.07085,Large Language Models respond to Influence like Humans,paper,Data/cleaned/papers/2309.07085.md
2309.10668,Language Modeling Is Compression,paper,Data/cleaned/papers/2309.10668.md
2310.05492,How Abilities in Large Language Models are Affected by Supervised Fine-tuning Data Composition,paper,Data/cleaned/papers/2310.05492.md
2310.06825,Mistral 7B,paper,Data/cleaned/papers/2310.06825.md
2311.00502,Efficient LLM Inference on CPUs,paper,Data/cleaned/papers/2311.00502.md
2312.00752,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,paper,Data/cleaned/papers/2312.00752.md
2312.09993,LLaMAntino: LLaMA 2 Models for Effective Text Generation in Italian Language,paper,Data/cleaned/papers/2312.09993.md
2312.12456,PowerInfer: Fast Large Language Model Serving with a Consumer-grade GPU,paper,Data/cleaned/papers/2312.12456.md
2401.04088,Mixtral of Experts,paper,Data/cleaned/papers/2401.04088.md
2401.15347,A Comprehensive Survey of Compression Algorithms for Language Models,paper,Data/cleaned/papers/2401.15347.md
2406.02035,Large Language Models as Tax Attorneys:  A Case Study in Legal Capabilities Emergence,paper,Data/cleaned/papers/2406.02035.md
AI21-2021-Lieber,JURASSIC-1: TECHNICAL DETAILS AND EVALUATION,paper,Data/cleaned/papers/AI21-2021-Lieber.md
Anthropic-2023-Claude,Model Card and Evaluations for Claude Models,paper,Data/cleaned/papers/Anthropic-2023-Claude.md
Fable-2023-Maas,To Infinity and Beyond: SHOW-1 and Showrunner Agents in Multi-Agent Simulations,paper,Data/cleaned/papers/Fable-2023-Maas.md
ICML-2003-Srebro,Weighted Low-Rank Approximations,paper,Data/cleaned/papers/ICML-2003-Srebro.md
NECO-1991-Jacobs,Adaptive Mixtures of Local Experts,paper,Data/cleaned/papers/NECO-1991-Jacobs.md
NIPS-1989-LeCun,Optimal Brain Damage,paper,Data/cleaned/papers/NIPS-1989-LeCun.md
NIPS-1992-Hassibi,Second order derivatives for network  pruning: Optimal Brain Surgeon,paper,Data/cleaned/papers/NIPS-1992-Hassibi.md
OpenAI-2018-Radford,Improving Language Understanding by Generative Pre-Training,paper,Data/cleaned/papers/OpenAI-2018-Radford.md
2307.14334,Towards Generalist Biomedical AI,paper,Data/cleaned/papers/2307.14334.md
OpenAI-2019-Radford,Language Models are Unsupervised Multitask Learners,paper,Data/cleaned/papers/OpenAI-2019-Radford.md
2207.04672,No Language Left Behind: Scaling Human-Centered Machine Translation,paper,Data/cleaned/papers/2207.04672.md
B1,Build a Large Language Model (From Scratch),book,Data/cleaned/books/B1.md
